id,caller_name,caller_mobile,gender,physically_challenged,location_district,location_upazila,location_union,caller_need,summary,note,status,resolve_organization,resolve_by,created_at
4836,Stephanie Smith,9204116626,Female,0,Barishal,Daganbhuiyan,Sekherhat,None,Market light party western.,Car pass that watch.,Action Taken,Red Cross,Mark Irwin,2024-06-01 22:24:18
2036,Joel Nguyen,(311)227-3729,Male,0,Barishal,Porshuram,Suktagarh,None,Mention manage especially rise.,Always name room use. Front check notice benefit.,Action Taken,Local Govt,Deborah Diaz,2024-01-13 12:11:49
1619,Timothy Moreno,4107822395,Male,0,Barishal,Sitakunda,Nabagram,None,Later decide police food different peace growth president.,Last situation finally front.,Unknown,Red Cross,Justin Lopez,2024-04-24 22:54:55
2130,Karen Vaughn,#ERROR!,Female,0,Khulna,Sonagazi,Nachan Mohal,None,Mean well just news simply people appear.,Medical both form each.,Resolved,NGO,Daniel Church,2024-06-06 19:02:56
1344,Stephanie Copeland,#ERROR!,Male,1,Chattogram,Sonagazi,Falda,Food,Expect reveal heart thus member letter summer.,Affect this when contain.,Action Taken,Local Govt,Marisa Neal,2024-06-21 16:30:55
7085,Ashley Higgins,#ERROR!,Female,0,Khulna,Faridganj,Sarikal,Other,Guess peace assume stop state form describe.,Many against Mrs. When me game article high hope.,Unknown,NGO,Tina Yang,2024-06-08 05:13:12
3120,Michael Holmes,239.630.0769x405,Male,0,Dhaka,Raozan,Suktagarh,Rescue,Through action tax follow loss your travel whole.,Present born early show apply.,Unknown,Red Cross,Daniel Rodgers,2024-04-10 17:03:14
3074,John Mosley,(241)807-8645x423,Female,0,Chattogram,Brahmanbaria Sadar,Dudhal,Rescue,Itself even partner to executive use economic interview.,Bed southern sure.,Resolved,Red Cross,Susan Hahn,2024-04-10 00:32:20
8887,Jennifer Taylor,2032652613,Male,0,Chattogram,Chauddagram,Ponabalia,Rescue,Type health yes might mention strategy nor.,Material part sing friend important smile.,Unknown,NGO,Brooke Stout,2024-07-22 07:42:31
3558,James Brown,(810)684-5926x618,Male,0,Khulna,Bancharampur,Rajiher,Rescue,Watch government yard seek issue.,Strategy improve government.,None,Red Cross,Samantha Montoya,2024-02-24 08:00:54
3944,Susan Roberts,001-234-380-8229x572,Female,0,Barishal,Comilla Adarsa Sadar,Dehergati,Medicine,Visit nature audience key debate.,Commercial can own happy prevent.,Action Taken,BRAC,Christopher Hernandez,2024-06-07 22:19:18
4517,Lisa Douglas,001-211-344-1026x6049,Female,0,Barishal,Begumganj,Bisarkandi,Other,Western analysis stuff.,Most year try deep according focus ok.,Unknown,Local Govt,Rebecca Bradley,2024-05-15 12:56:15
3699,Joseph Myers,#ERROR!,Female,1,Dhaka,Subarnachar,Hizla Gaurabdi,Medicine,Next officer natural discover option very necessary.,Or stop party. Its Congress keep several nearly.,Action Taken,Red Cross,Sara Williams,2024-09-01 00:07:18
5085,Chase Adams,255.295.9541,Female,0,Barishal,Haimchar,Atia,Medicine,West think collection successful ball collection yourself.,Huge production put boy data similar.,None,BRAC,Roberta Green,2024-07-04 11:18:02
1982,Tonya Chaney,(670)333-2762x519,Female,1,Khulna,Ramu,Ponabalia,None,Your certainly green short.,Me mission officer last choice.,Unknown,Red Cross,Tyler Schmidt,2024-04-21 18:55:22
1594,Sara Mckay,(230)453-1501x621,Female,1,Dhaka,Haziganj,Memania,Other,Former face why pressure have speak.,Different move side whether company art indeed.,Unknown,Local Govt,Donald Perez,2024-05-28 23:42:52
2416,Deanna Aguilar,(953)275-8831x133,Female,0,Chattogram,Lohagara,Lauhati,None,Protect activity set yet.,Through degree really customer where top.,Action Taken,Local Govt,Roberta Schroeder,2024-07-03 06:44:31
9225,Alicia Schroeder,#ERROR!,Female,1,Barishal,Burichong,Binoykati,Other,Character leave professional.,Receive work two establish without fast relate.,None,BRAC,Derrick Sanders,2024-02-15 13:14:20
8210,Patricia Rivera,775-219-9597x03824,Male,0,Khulna,Ukhia,Charadi,Other,Catch test true situation space choose.,Be throw along difference. Such good bad my.,Unknown,NGO,Dr. Nathan Huynh,2024-02-22 11:39:41
3483,Nicole White,6657330270,Female,0,Chattogram,Burichong,Ratanpur,None,We lawyer red hit act.,Drive accept major thought move. Air expert see.,None,NGO,Cassidy Rodriguez,2024-08-22 11:59:29
4321,Joshua Wilson,(404)544-5763,Female,1,Dhaka,Shahrasti,Bisarkandi,None,World network social before human by early.,Much trial off agent on morning people.,Resolved,NGO,Erica Schwartz,2024-03-06 17:00:45
6338,Jennifer Warner,944-746-2879x110,Male,1,Khulna,Laksam,Banaripara,Food,Effort then there simple teacher painting kid.,Establish upon anything carry into may radio.,Action Taken,Red Cross,Troy Douglas,2024-07-05 12:57:24
3962,Emma Burton,(595)987-4518x9334,Female,0,Chattogram,Kachua,Saliabakpur,Food,Stock similar although ten Mr.,Far a force summer. When bed professional score.,Unknown,BRAC,Michael Carroll,2024-05-30 20:41:59
7587,David Bridges,(691)707-0925x853,Male,1,Chattogram,Chakaria,Subidpur,Medicine,Sell ahead product down pattern.,Institution there ago team.,Resolved,Red Cross,Nathan Pena II,2024-03-23 05:16:09
5092,Angelica Thompson,001-513-455-8775x565,Female,1,Barishal,Sonaimuri,Iluhar,Food,Mission lead today usually apply economy heart man.,May any wear soldier moment hour media.,Resolved,Local Govt,Jennifer Mitchell,2024-05-09 06:59:40
6527,Donald Sullivan,(307)536-6000x85885,Female,1,Dhaka,Nasirnagar,Sekherhat,None,Media apply including ability drive.,Three summer create within arrive market me.,Unknown,BRAC,Lisa Lopez,2024-01-24 13:22:27
1434,Nicholas Guerrero,789-740-7076,Male,1,Barishal,Akhaura,Baisari,Other,Political color continue red any member drive audience.,Sing writer food.,Resolved,Red Cross,Justin Wolfe,2024-01-20 06:39:51
8593,George James,989.351.3676,Male,0,Dhaka,Chakaria,Nabagram,None,Attorney final suggest Republican.,Head team decision almost never physical.,Unknown,Local Govt,Michael Calderon,2024-02-04 11:43:50
2323,Ashley Richards,906.372.0975,Male,0,Barishal,Comilla Adarsa Sadar,Dhulkhola,None,Former morning try.,Phone traditional realize others notice group.,None,Local Govt,Sean Garner,2024-04-07 01:24:21
7962,Denise Maldonado,(444)745-2137,Male,0,Chattogram,Sarail,Kuchaipatti,Food,Nearly size store economy enter.,Blue animal collection either relate another.,Resolved,Local Govt,Alexis Yoder,2024-05-06 23:00:43
5951,Andrew Stokes,716.255.4290x702,Female,1,Khulna,Akhaura,Iluhar,None,Administration once prevent face trade poor part college.,Travel once notice issue trouble.,None,BRAC,James Torres,2024-01-16 10:01:40
1151,Stephanie Thompson,2085756374,Female,0,Khulna,Comilla Adarsa Sadar,Batajore,Other,Buy forget other so.,Group charge price total.,Resolved,NGO,Patrick Sanchez,2024-03-10 03:45:45
8113,Brian Wright,(805)872-0708x6595,Male,1,Dhaka,Chandina,Kulkati,Rescue,Stand quality total money budget his activity dream.,Local figure think make our computer body public.,None,NGO,Joshua Cross,2024-08-05 22:32:00
3498,Colleen White,#ERROR!,Male,0,Chattogram,Nabinagar,Madhabpasha,None,Room dog bring avoid suddenly stock.,Coach approach whatever if wind participant.,Resolved,NGO,Kimberly Johnson,2024-03-26 02:24:22
9060,James Burton,384.666.3381x10016,Female,1,Dhaka,Brahmanbaria Sadar,Sarikal,None,Growth then quite here six six great.,Dream wind remain low threat practice story.,Unknown,Red Cross,Maria Simon,2024-04-26 00:24:22
6621,Ashlee Dixon,001-777-801-8391x3000,Female,1,Barishal,Homna,Mahilara,Other,Box different thus activity matter glass yeah.,Statement fly course somebody sister turn.,None,Red Cross,Amber Mcgee,2024-01-12 02:41:44
7591,Ellen Hicks,-3154,Male,0,Dhaka,Muradnagar,Bakal,Food,Range stuff during likely.,Buy eight especially piece coach cost.,Unknown,Red Cross,Audrey Murphy,2024-02-09 14:32:43
6696,Donald Ramirez,500.911.9174x2718,Male,0,Dhaka,Daudkandi,Jahangir Nagar,Other,I the use who hundred early.,Police very nation foot.,Action Taken,Local Govt,Victoria Wilson,2024-05-12 08:06:10
6793,Jacqueline Rivera,(561)684-8378,Male,0,Barishal,Brahmanbaria Sadar,Subidpur,Rescue,Hundred few still myself civil stuff.,Election where knowledge decision usually.,Action Taken,BRAC,Michelle Bartlett,2024-04-23 10:59:17
3783,Laura Mckay,#ERROR!,Female,1,Khulna,Cox's Bazar Sadar,Dehergati,Rescue,Available include they more region.,Executive like black bar price factor although.,None,Red Cross,Blake Boyle,2024-03-28 16:52:13
9907,Sharon Hall,(573)291-5254,Male,0,Khulna,Comilla Sadar South,Bakal,Food,Draw parent worker condition performance.,Teach serve none doctor film age investment.,Resolved,Red Cross,John Briggs,2024-07-03 22:05:40
2589,Scott Davis,(992)757-3180x35564,Female,0,Barishal,Kabirhat,Saliabakpur,Rescue,Marriage anyone field degree exactly interesting.,Boy laugh market century about.,Unknown,NGO,Sheila Thompson,2024-07-27 06:20:50
6674,Robert Henderson,658-640-5751x0450,Female,0,Dhaka,Chatkhil,Deoli,Medicine,Night question happen any above.,First else just. Open road risk program.,Action Taken,BRAC,Kevin Alvarez,2024-05-09 21:42:31
2219,Haley Harris,001-684-885-4292,Male,0,Dhaka,Haimchar,Saidkati,Medicine,Well husband ask more himself likely.,Issue find price key huge.,Unknown,NGO,Andrew West,2024-07-03 03:11:46
1293,Jonathan Hunter MD,643.683.0397,Female,0,Khulna,Sonaimuri,Gabsara,Medicine,Future quickly accept around late support produce.,Employee everything state foot single.,Resolved,Local Govt,Brittany Smith,2024-08-16 11:03:26
9785,Mark Collins,270.304.0915x850,Male,0,Dhaka,Patiya,Padri Shibpur,Rescue,Fire miss condition tree.,Break address black bad.,Unknown,NGO,Jessica Collins,2024-05-26 03:48:12
4790,Martha Rice,534-415-8501x89220,Male,0,Barishal,Laksam,Basanda,Food,We health hotel morning.,Cause better training good decade foreign than.,Action Taken,BRAC,Mr. David White,2024-05-29 22:36:02
1525,Roberto Brady,578.382.3223,Male,1,Khulna,Komolnagar,Rajiher,Rescue,Campaign adult radio know dog hit.,Marriage rate eight stage box million cause.,Action Taken,Red Cross,Brian Martinez,2024-05-06 06:00:01
2482,Michael Brooks,302-611-6424x7542,Male,0,Chattogram,Sitakunda,Barthi,Other,My third other pay have.,Imagine five popular force.,Resolved,BRAC,Amber Matthews,2024-02-10 01:40:52
1908,Danielle Johnson,001-995-514-0921,Female,1,Khulna,Lakshmipur Sadar,Nathullabad,Other,Walk office than personal life.,Case apply individual space.,Resolved,Red Cross,Andrew Knight,2024-02-18 03:56:13
9222,Robert Anderson,326.841.4543x57054,Male,0,Chattogram,Sonagazi,Suktagarh,Medicine,Majority wish hard cost at set put anything.,Source air leader plant.,Unknown,BRAC,William White,2024-05-08 22:48:55
3235,Robert Taylor,(924)962-5636x040,Male,1,Khulna,Fatikchhari,Delduar,None,Role trade drug order tend section possible.,Short protect close skin.,Unknown,BRAC,Eileen Mason,2024-05-29 19:02:15
9451,Joyce Hoffman,563-329-9198,Male,0,Barishal,Chandanaish,Charadi,None,Economy that plant nature include whole.,Research family practice red small.,None,NGO,Stephen Martin,2024-04-15 15:24:33
1920,Allison Holloway,001-596-230-5576x38229,Female,1,Barishal,Ramgati,Dehergati,Rescue,Me product remember clear once look but.,Prevent old process step natural.,Unknown,Red Cross,Melanie Cordova,2024-04-26 03:13:03
1102,Cindy Harrison,#ERROR!,Male,1,Barishal,Brahmanpara,Barthi,Rescue,Leave eight sea property in other success Congress.,When role lay everyone defense form.,None,NGO,Suzanne Molina,2024-05-21 15:19:50
2438,Megan Hansen,(779)844-2716x650,Female,1,Barishal,Ramganj,Nachan Mohal,Food,Direction town away former fast establish community century.,Someone culture skill high treat plan.,None,BRAC,Kenneth Silva,2024-06-14 04:47:08
3961,Walter Jacobs,(224)631-1089,Male,0,Barishal,Ramu,Bagdha,Other,Entire west moment reason.,Spring child reason decision.,Action Taken,Local Govt,Teresa Smith,2024-07-18 06:03:08
6241,Megan Barnes,670-250-6857,Male,1,Barishal,Banshkhali,Kirtipasha,Other,Concern upon population job.,Boy special site some relationship group.,Resolved,BRAC,Tracy Allen,2024-03-05 20:44:58
6394,Mary Waters,930.749.7602x880,Male,1,Chattogram,Satkania,Memania,Rescue,Data reveal nearly suddenly.,Out door necessary reduce hundred couple real.,Resolved,Local Govt,Ashley Stevens,2024-07-06 05:54:05
6834,Jennifer Stark,356.439.7523x542,Female,1,Barishal,Akhaura,Kusanghal,Rescue,Probably car instead year perform wish serious.,However language edge just.,Unknown,BRAC,Deborah Miller,2024-04-19 08:26:00
4368,Joseph Chambers,536.981.1165x09585,Male,0,Barishal,Shahrasti,Saturia,Medicine,How tell positive moment worker laugh rather.,Agreement person prevent environment in fund law.,Resolved,Red Cross,Morgan Manning,2024-07-15 01:29:36
5860,Emily Brewer,001-255-782-0266x8447,Male,0,Khulna,Maheshkhali,Sarikal,Medicine,Third process own similar reality edge.,Carry practice now arm study.,Unknown,NGO,Danny Hall,2024-06-16 05:54:06
7853,Jeffrey Jones,001-272-624-7243x150,Male,0,Khulna,Boalkhali,Saliabakpur,Medicine,Main kind either top account finally cup.,Party different amount yes response option thank.,Resolved,NGO,Jose Baker,2024-05-30 16:29:27
3090,Brandon Hudson,443.712.6182,Female,1,Barishal,Sarail,Rajapur,Other,To institution nor shake.,Wind threat easy couple believe oil great.,Action Taken,Local Govt,Kevin Garcia,2024-05-05 08:41:09
5831,Jordan Estes,(265)321-6948,Female,1,Barishal,Anwara,Kusanghal,None,Help purpose deep wish.,Such community end participant town listen.,Unknown,NGO,Tim Santiago,2024-05-26 21:06:30
7352,Kelly Smith,(919)645-8136x1996,Male,1,Barishal,Faridganj,Dehergati,Rescue,Someone there will after return.,Computer budget dark yeah nearly floor.,Action Taken,BRAC,Jennifer Cordova,2024-01-18 16:42:44
9467,Jessica Paul,914.707.6507,Female,0,Barishal,Kasba,Saturia,Other,Whether education professor travel.,Agency image nice stuff recognize.,Resolved,BRAC,Kyle Miles,2024-04-18 18:46:13
6488,Jessica Oliver,001-774-641-0705x0182,Male,0,Khulna,Maheshkhali,Nikrail,Food,System night ability anything hotel professional expect.,That such bring billion relate give course.,None,Red Cross,Elizabeth Coleman,2024-02-07 11:41:01
4006,Peter Foster,364.417.0245x47894,Male,1,Barishal,Monohorgonj,Ranapasha,Food,Want event officer even.,Within black Mr ask.,Resolved,BRAC,Edward Smith,2024-01-31 04:09:49
5885,Jennifer Leon,#ERROR!,Female,0,Khulna,Rangunia,Fazilhati,Food,Audience north back listen have.,Than PM property sort woman phone.,Unknown,NGO,Philip Rodgers,2024-05-25 11:56:06
7419,John Howard,276-337-1449,Male,1,Dhaka,Chhagalnaiya,Chakhar,None,Past apply end several similar hold.,Fact scientist power to over.,Action Taken,Local Govt,Rodney Jimenez,2024-02-03 09:57:58
2229,John Conner,(568)750-4756,Male,0,Khulna,Akhaura,Madhabpasha,Rescue,Stop culture like game.,Head fine avoid field.,None,NGO,Bradley Ramirez,2024-05-16 06:50:03
2303,Melissa Shaw,996.296.2954,Male,1,Khulna,Chandina,Chandpasha,Medicine,Memory show action letter accept common.,Show shoulder yourself loss.,Action Taken,Local Govt,Angela Salas,2024-09-02 14:43:25
7249,Cheryl Jones,535-938-5136x8891,Male,0,Khulna,Monohorgonj,Dudhal,Rescue,Not career sport adult month energy possible friend.,Research wonder people stage country paper bring.,Resolved,Red Cross,Lisa Hoffman,2024-08-06 03:02:15
2475,David Booth,881.526.7762x71440,Male,1,Dhaka,Maheshkhali,Siddhakati,Medicine,Why special determine own education beat.,Same agent reduce country serious follow oil.,Action Taken,BRAC,Kim Maxwell,2024-09-01 04:39:49
9327,Robert Hunter,-8693,Female,1,Khulna,Sonagazi,Galua,Other,Idea point why skin.,Force our us where where the PM.,Resolved,NGO,Maria Parsons,2024-04-18 02:21:02
7433,David Simmons,287-969-0019x604,Female,1,Barishal,Chauddagram,Mahilara,Other,Sister method fly success society purpose.,Move chance alone need only less.,Resolved,Red Cross,Donna Simmons,2024-07-22 03:40:47
1848,Linda King,685.861.5367x22092,Male,0,Barishal,Ramgati,Atia,Other,Development record state we human development unit.,Response citizen old decision team catch risk.,None,NGO,Jeffrey Wright,2024-07-16 04:13:12
7326,Nicole Miller,#ERROR!,Male,0,Barishal,Porshuram,Keora,Food,Whatever traditional economic price door see.,Hospital few economic look although seat try.,Unknown,BRAC,Patricia Morris,2024-03-27 21:10:18
3697,James Armstrong,479.841.3283x690,Female,0,Chattogram,Companiganj,Barthi,Medicine,National TV down use rise activity road.,Everything how the hold serious tax with.,Unknown,BRAC,Lynn Perez,2024-04-05 05:39:31
9937,Melissa Brown,558-727-8880,Female,1,Barishal,Debidwar,Faridpur,Rescue,Past cause chair wrong.,Enough find read degree. Culture late would.,Unknown,Local Govt,Jessica Hernandez,2024-03-02 19:49:39
5038,Todd Schmidt,633.818.7270x1225,Male,1,Dhaka,Porshuram,Pathrail,Rescue,Seek challenge beat agree then dream well concern.,Upon start above ask stuff.,Action Taken,Local Govt,Jennifer Smith,2024-01-29 15:24:29
7074,Jonathan Moore,(477)923-6171,Male,1,Khulna,Chauddagram,Kedarpur,Other,Course our myself campaign red consider field.,Among including hair long lay.,Resolved,NGO,Rebecca Vasquez,2024-03-26 03:07:05
6507,Erik Schneider,001-337-647-3297x235,Female,0,Chattogram,Matlab Dakkhin,Hizla Gaurabdi,Other,Mean ready language these.,Loss course box around. Space current would.,Unknown,BRAC,Jordan Gill,2024-04-16 10:43:39
4051,Linda Watson,001-653-765-8710x5165,Female,1,Khulna,Lakshmipur Sadar,Udaykati,Medicine,Recognize suggest party skill.,Let morning real himself resource.,None,Local Govt,Linda Proctor,2024-06-04 03:54:52
6889,Alyssa Randolph,(307)810-2862,Female,0,Khulna,Chakaria,Guabaria,Food,Protect result similar read two only.,Your high health they career defense.,Action Taken,Red Cross,Gary Wolf,2024-05-13 21:13:50
3515,Edward Knapp,#ERROR!,Female,0,Barishal,Chauddagram,Memania,None,War international notice idea treatment.,Natural him bring.,Unknown,BRAC,Keith Wright,2024-04-18 03:42:13
8600,Ashley Patton,#ERROR!,Male,0,Barishal,Brahmanbaria Sadar,Chakhar,Other,Business consider body drive remember.,Personal board soldier vote whether.,Unknown,BRAC,Allison Schultz,2024-06-23 13:45:21
4325,Holly Bell,767-688-2002,Female,0,Chattogram,Feni Sadar,Faridpur,None,Environmental well majority scientist produce simple none nor.,Coach miss data water soon.,None,Red Cross,Casey Valdez,2024-02-10 02:41:04
6105,Melinda Green,#ERROR!,Female,1,Chattogram,Titas,Chakhar,Food,She establish summer.,Evening gas hot small poor account whose.,Action Taken,NGO,Tiffany Nelson,2024-09-08 07:09:42
3888,Michael Cohen,(977)591-0342x32673,Male,0,Chattogram,Homna,Atia,None,Until wife security central.,Ten section above stand evidence pattern.,Action Taken,NGO,Ian Khan,2024-07-13 09:56:14
4948,John Curtis,761-346-5361,Female,0,Barishal,Maheshkhali,Memania,Rescue,Issue seat film win speech.,Color movement western vote risk.,Unknown,NGO,Amanda Tran DDS,2024-04-24 00:39:14
4192,Thomas Edwards,(514)509-3176,Male,1,Chattogram,Chandanaish,Padri Shibpur,Other,Business position same long American.,Happen head kind rise several.,Action Taken,Local Govt,Michelle Grant,2024-01-02 06:13:21
4386,Justin Rowe,001-660-857-4370x7828,Male,1,Khulna,Ashuganj,Saliabakpur,Food,Current spring will girl tax election.,Everybody TV hotel itself.,Action Taken,Local Govt,Victoria Edwards,2024-05-27 01:17:42
5048,Ricardo Phillips,-7340,Female,0,Khulna,Noakhali Sadar,Bharpasha,Food,Who senior pick Democrat set yet TV.,Kitchen daughter and.,Action Taken,NGO,Patricia Allen,2024-08-20 11:20:33
2582,Victoria Mahoney,307-239-1993x469,Female,0,Barishal,Titas,Bisarkandi,Rescue,Security way season top majority.,Exist hope stay force. Worker reveal box.,Unknown,Local Govt,Steven Smith,2024-08-26 15:45:45
1685,Brianna Riddle,001-624-406-6894x71995,Female,0,Barishal,Nangalkot,Bagdha,Food,Use no shoulder police.,Pay whether hospital staff year commercial.,None,BRAC,Erik Allen,2024-02-24 15:02:52
5875,Clayton Weeks,630.495.1963x133,Female,0,Khulna,Chakaria,Baisari,Rescue,Child drive add such.,Doctor information exactly go.,None,BRAC,Michael Powell,2024-07-04 07:37:46
6529,Anthony Lopez,324-936-4276,Female,1,Barishal,Sonaimuri,Mollahat,Food,Hope black manager bag use artist test fear.,Suffer spring back whether yes us.,Unknown,BRAC,Stacie Martin,2024-05-12 20:40:33
1797,Nathan Ward,6978893690,Female,0,Dhaka,Noakhali Sadar,Atia,Rescue,Kid debate food so country sign office.,Pay billion six say many history listen.,Unknown,Local Govt,Henry Farley,2024-05-19 15:39:23
3158,Deborah Taylor,424.551.4682x3136,Male,0,Barishal,Boalkhali,Fazilhati,Medicine,Federal reflect town nature want.,Move green reason would allow. Heavy care debate.,None,Red Cross,Tony Flores Jr.,2024-09-04 10:09:59
5519,James Camacho,#ERROR!,Male,1,Barishal,Cox's Bazar Sadar,Fazilhati,Rescue,Simple though option price speech friend.,Prepare human learn fire.,Resolved,BRAC,Miss Melissa Kim MD,2024-08-22 17:27:05
8189,Annette Stafford,(892)405-6518x363,Female,1,Barishal,Laksam,Nalchira,Food,Wall through theory knowledge degree.,Plant property ability.,Unknown,Local Govt,Michael Clark,2024-04-03 18:44:41
4716,Kevin Smith,-3638,Female,1,Dhaka,Anwara,Atia,Rescue,Decade keep whether say state plant.,Floor require sit yes finish American pay view.,None,BRAC,Benjamin Martinez,2024-06-17 00:10:50
5236,Jeremiah Moreno,948.658.7817,Female,0,Chattogram,Hatiya,Siddhakati,Medicine,Significant live population red something.,We theory cold score court itself deal.,Resolved,NGO,Robin Hale,2024-02-27 23:16:13
8942,James Harris,370.778.5237x8889,Male,1,Dhaka,Anwara,Nalchira,Other,Where quality leg big.,Factor former type why reality own try.,Action Taken,BRAC,Kristin Thomas,2024-02-13 10:36:45
2130,Hannah Morton,740-596-9130x25367,Male,1,Khulna,Matlab Dakkhin,Suktagarh,Medicine,Kind pass talk raise poor.,Guess couple green understand these.,None,NGO,Devon Deleon,2024-07-27 19:40:04
6951,Christina Williams,#ERROR!,Female,1,Dhaka,Pekua,Kirtipasha,Medicine,Bar team seek investment give.,Sense trade could century grow should.,Action Taken,BRAC,Sarah Pena,2024-06-20 10:41:56
6641,Daniel Cruz,#ERROR!,Female,1,Chattogram,Brahmanbaria Sadar,Kulkati,Medicine,Boy military hundred trade.,Group church worry billion home. Land ok certain.,Unknown,NGO,Zachary Gordon,2024-08-04 09:54:50
9025,Tamara Clark,#ERROR!,Female,0,Khulna,Shahrasti,Suktagarh,Other,Expert food any from door.,Model someone mission safe evidence.,Action Taken,Local Govt,Monica Garcia,2024-06-23 15:43:12
1974,David Carter,219-661-2596x937,Female,1,Dhaka,Ramu,Padri Shibpur,Rescue,Wait hospital push quality.,Mean off drug speech growth.,Action Taken,Local Govt,Kathleen Turner,2024-02-04 08:33:04
1559,Kevin Bridges,(378)650-0065x1415,Female,0,Khulna,Raozan,Khanjapur,Food,Why soldier see provide clear owner.,Goal positive degree air next walk sit.,Unknown,Red Cross,Karen Wilson,2024-08-17 13:05:44
2542,Kevin Espinoza,3276887077,Female,0,Chattogram,Haziganj,Kusanghal,Rescue,Old business particular different sister.,Man push style girl I coach area give.,None,Local Govt,Laura Rodriguez,2024-08-31 14:20:16
3808,Tracey Miller,361.720.5775x184,Female,1,Dhaka,Nangalkot,Sarikal,Food,Positive you happen account care safe off.,Marriage field miss increase.,Action Taken,BRAC,Mrs. Melanie Price MD,2024-06-11 12:07:25
9374,Daniel Smith,(241)415-2537,Female,1,Dhaka,Noakhali Sadar,Chakhar,None,Method we participant little address family.,Protect window edge challenge.,Action Taken,Red Cross,Kelsey Montes,2024-02-27 10:10:54
7756,Christopher Harvey,(683)361-7140x1796,Male,1,Chattogram,Fatikchhari,Ranapasha,Food,Left product organization exist anything ask.,Within like start.,Action Taken,Red Cross,Michael Lewis,2024-06-18 23:38:45
9477,Julie Stokes,#ERROR!,Female,1,Dhaka,Rangunia,Mollahat,Other,Free free be bank remain.,Last cover help science consider before.,Action Taken,Red Cross,Chelsea Estrada,2024-05-19 13:45:24
8240,Natalie Martin,718.831.0855,Male,1,Barishal,Comilla Sadar South,Kedarpur,Food,Include ability time.,Bar practice certain operation assume.,Unknown,Red Cross,Karen Garcia,2024-01-17 17:40:31
8615,Anna Cervantes,867-925-4343x58464,Female,0,Chattogram,Sarail,Basanda,Food,Dark its program customer management population.,Ever can PM coach main health story note.,Unknown,Red Cross,Felicia Franklin,2024-05-06 01:35:47
6680,David Reed,253-666-2262,Female,0,Chattogram,Kutubdia,Dubail,Food,Kitchen enjoy good treat.,Down inside father citizen.,Resolved,Local Govt,Brendan Johnson,2024-01-12 21:10:46
3330,Autumn Sullivan,281.310.7710x65144,Female,1,Chattogram,Maheshkhali,Niamati,None,Power all by try than I decade.,Mother himself give happy should.,Action Taken,Red Cross,Kristen Robinson DVM,2024-05-28 09:56:03
3558,Allen Russell,#ERROR!,Male,1,Dhaka,Chandpur Sadar,Iluhar,Medicine,Yeah red try look onto radio contain professor.,Explain into probably than.,Resolved,BRAC,Kaylee Luna,2024-08-19 08:38:28
3171,Robert Miller,9678425504,Male,0,Khulna,Banshkhali,Chakhar,Other,Cold without difference president.,Seven base goal fact us then worry.,Action Taken,Local Govt,Paul Perez,2024-06-21 02:00:57
1555,Johnny Powell,001-265-634-3149,Male,0,Khulna,Hathazari,Hizla Gaurabdi,Medicine,Subject expert garden despite scientist.,Mind full close. Something head recent century.,Resolved,NGO,Alexis Reynolds,2024-02-23 16:29:23
8658,Brett Burgess,#ERROR!,Male,0,Barishal,Homna,Baraia,Medicine,Garden herself likely various especially guy.,Form foreign loss list bad.,None,Local Govt,Jennifer Ponce,2024-05-14 13:28:38
3590,Amber Hamilton,400.451.3434x2057,Male,0,Barishal,Sarail,Ranapasha,None,Short maybe believe page.,Race time when standard.,Resolved,Red Cross,Amber Swanson,2024-02-04 00:47:29
4071,Marie Hopkins,001-858-390-1494x7803,Female,1,Barishal,Porshuram,Elashin,None,Performance company experience institution.,Same conference fly piece.,Resolved,BRAC,Albert Gould,2024-08-29 20:14:44
2706,Teresa Harding,267-727-4065,Male,1,Barishal,Patiya,Iluhar,Rescue,Town large herself discussion heart.,After father power question.,Resolved,NGO,Jason Vargas,2024-01-30 20:03:08
9793,Christopher Andrade,8227794772,Male,0,Dhaka,Companiganj,Chandshi,Food,Term different occur scene.,Reality ago across sense sit sure Republican.,Action Taken,Local Govt,Mary Johnson,2024-05-08 22:16:56
2637,Randall Fernandez,(693)909-0303,Male,0,Barishal,Bijoynagar,Nabagram,Other,Environmental current should son structure success.,Account others day drug.,Unknown,Local Govt,Charles Perez,2024-04-07 12:08:47
6470,Regina Caldwell,941.346.8627x552,Female,0,Barishal,Chandina,Kabai,Medicine,Research laugh watch price happy beautiful send.,Goal into enjoy probably. Goal former PM.,Action Taken,NGO,Luis Campbell,2024-08-12 12:07:48
4150,Samantha Harper,001-955-371-1467x8163,Male,0,Barishal,Matlab Uttar,Sarikal,None,General material student place.,Former perhaps side. Whose summer rest set pull.,Action Taken,Local Govt,Justin Le,2024-06-30 00:38:36
5668,Scott Roberts,001-441-651-8280,Male,1,Khulna,Cox's Bazar Sadar,Udaykati,None,Government onto interesting could such miss tax.,Out whom with be government article since full.,Resolved,Local Govt,Mrs. Amanda Sawyer,2024-07-30 17:07:43
1498,Lisa Ponce,#ERROR!,Female,0,Dhaka,Chauddagram,Delduar,None,Power view sure concern everything safe response reach.,Strong reason culture walk.,Unknown,NGO,Julie Moreno,2024-08-26 23:10:44
9382,Kristin Smith,#ERROR!,Female,1,Barishal,Debidwar,Chandpasha,Food,Late success believe.,Affect media ground include however.,None,NGO,Steven Hurley,2024-05-25 04:12:42
